,Kingdom,Phylum,Class,Order,Family,Genus,Species
d5b5c0bc45ed4b4073c3ca54fb939179,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
0d42e213f0db470e68dc85a3375fa4fd,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
433d6bb9aeebe890a435c6340372ef9c,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
11d8dcc167ae59316eec2f4e6d64d926,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
25b1ee0b358e270f034cef126cd602e7,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
11eba323dcde327ea3fba11b2d97873f,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
881a5052a2b55de8be36cf658d47210a,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
0e1b297240002ef3ed2e8192ce3a9107,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
bae55baef95a5f19c7022d8211368398,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
4d24e3627d781090a05963eca8344d4c,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
c21ec18357c8ef88aa749ba85af1f456,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
b4ba8d6719ef8327836eee3a1d57094a,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
7628be37f5759fc072b2a52e67350211,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
6eb7b9bada3b20b0fda05fefbf6f2f11,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
827a8e0a33ba964a6810cf6525f2eb85,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
cf832711edb8e9e2f81570d45c5ba6b3,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
46a05f4abc4ff99fd1a565494055f1ee,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
9d65fe4f275d201c00c92334dd3dbf1c,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
86d0d170300bb2129e9660eeb75d7c5e,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
88aea6ba56c3cc5cfa03fea04ad796b7,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
23a1b8f0d1b837d026491b5ac6c1f4a5,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
83e605bdfcb27c4f1ad68fdcd14062b6,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
498028f4038b01061112bdc9c6204c0a,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
de673522ae78f37e0df485b57f2fede0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
bf4d47629dc2b9f3d1faf22ff535cf0d,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
87c1bf303e78f2849115503aac621843,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
5ec099ee6a07f4be9702cf8d152beb75,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
f759b91065dece14dc4e7546d1a0606c,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
5a7b1f699a800c264e3f4281258ce40e,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
8639629b3a08a2a28be43f6c33225b03,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
afc4dc1664b482c408c73a35d62b7313,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
cb799e557f2cdb7359a8d95d630df62c,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
e700a40c02a11ebf4ac466ba080523c2,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
01db1728fe3a74333c2689eaab5adf12,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
4af7ee499e5493e4bf5e4221755811b2,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
1334c027726a96767d32edeef0744a51,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
923788a1975e85cf86baea867116f009,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
aac0961eb8522b46b5ace91feeef9e86,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
a7ca76f8659788f26e4a2c1efea352d6,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
445707925ba3c56508892d745c403496,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
8a967521daa29482234ee4050d0ab299,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
e875db4c4e68ec7bca1d1ffb4e9bc3fc,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
aa118425c32d574e2b84e45792795319,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
4db43b6b6a2e60cd4f742649a131585d,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
fa9cf3dd3ee4b6a29134ff5934cbf307,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
5bbd3a16af53cd2b11cfe64bf9f2aeea,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
c8cfe0180a710b42a1d404505cc2e233,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
71ca11cfd76e7a9cf6eba7c4bdfc626e,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
d1aa86c6a8a4f3292c4d4593f68f70b9,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
6529406f0238ac74d6b92920ab151736,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
a1f12bf9ff75f3112a82ff78b08c1469,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
aed849b5c2c54dafb9b399ecd10d1d7e,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
f98cf28806fbb8b4dd12d32db6467b92,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
d5720c00a10e897dcedeba33c1b024cf,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
fd36c222ee46e793ff418cabb8bf166a,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
8e591246a988641cfe21d2bad32d876d,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
fdd2d53bfcfb4d71dbd16a6c45b6c07c,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
6bd0301cc1b9b6bd378cafe40c52777d,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
a4ab1afad9afb8c4445d681d890d5ba5,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
a7693140d0af2b68269eda8e3c204f10,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
e5a66748712d62673915d2ee397ca485,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
7230451b52f08fc022171d3f853dd87a,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
771769e2feb8f7813f98d67f543af297,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
924d0aff0578590554022360eaf47078,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
bda37630971ca30a9e97a9aa82deff77,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
f02cc15ca87b127aa5c826e8f4cbd1e8,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
5c9b1a0ab2bfa8c321b6fa29058144f9,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
6480fbc780fde1bf0942af6ec6eadc2e,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
3ac57d1c04dfff6ce0cdcff2e9dc7fba,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
c2671f48e99eff78eedb56dad679b0c3,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
b8e40f361bc9539aff163dc82bf61dca,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
eed34a450c736be616074f62f3879393,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
69b4a1fdad758a010ab97d0d288e8e4d,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
be0f459fee2e702bd1a4560baf311863,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
9e3314bff056fb623220a212f6afe4cc,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
9b980cfd50460c746936add7568b34c7,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
f98e6b72a49c3f8a9c740681ea36b910,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
8805543ea5b6d5eef7d3849ec08d743c,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
571cc0b27afaf98880c1cd99d213d954,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
e093e16deeff5661d15a99b440385e23,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
74d10e39fafc2c090f1e2a9e60a1e388,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
f38a67584f5b20fad16287aaf8a32b0f,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
2f1a7a21bcd8881b17c201d8ba671012,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
551c84728055fc88c33ba364ecc67eea,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
f160243eabadd1bce71df3ce07d4969d,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
58effd0ffdb8ab2c4ffed073438579f8,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
1c8400f3b3181e1d52383e9f6ea27396,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
4a7a84a3b809abca67adadb8d9eb6d97,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
f12e2c464a8812b8ed823dae0b201b31,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
02b0e2531541c6fb57f76d9d77d2c840,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
6f800346d3ed7ed0c8e7ff1e366f9549,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
e3ec6644d3ee2609a2ac0c8d965a5ad8,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
890fab43d1bf53d9f447dcb143d37e09,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
320c3c35bd0689ac6395ece16530b1e8,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
d35c1387e73ab05a96f705539ea74fcb,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
74cfc372353851ed7316fe7f443b7542,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
fa908ac1212b27e40f6c93087d50b194,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
d1ee4eab54876bfc28826dd4b724e21c,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
ffe0d89de7223d3251d7bb81cc29aee8,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
dbcd510467686a32f46b808345b18324,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
ae4353c22cb814074736babe738659f6,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
48648f3c5defc6252e9e009166bfeb50,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
e7e785a28673a748ab647952d1116f01,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
701f54d5f95b174e8b711577d71ea740,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
1a77cebb05a3ada140c6b574a70526b9,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
e34d49a201e822f56bd76d412ea103f9,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
bbff6603ad8d72b7b67f2f0ada5fd6fd,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
13926befb50714a5fa1e4d26199e1ed3,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
3f9ecbf07d3b34c0bfed626b62aea989,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
4cb744a6c8b67eafa923680551ae576c,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
1641a543810be0ea9b56efaaf152634d,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
5a3ca7c2b475d63f001f062202856ce6,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
b5a56786c5026f2423488cb872ebfa6b,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
cfbd4a531bd7065a4cea04baeaa6c27a,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
9a44ad22414a9acb99cf1a73e29d866a,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
91afc2f0c758822f28d42e55c5a9fe9a,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
ffb7c846601aac1aa1771e9858a806b6,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
61b587acdc648abd3d93d1027e913534,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
fd90b2d5842061ee29155c4849ba04d2,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
b27644970e65e4dc1c4f01b06706b9c1,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
0f949fcde2db35652b139ed20b8e522e,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
268e75004295bdf68a316b5d531b053c,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
b2a71ec3a3c7175c631820f33375094f,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
826e0346bf47d0c67ef7deb9869b08c1,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
341c0206fb48b734fe5303ed8f55cd7a,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
b690785086a51c50d5d7b22327216c64,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
33eaeb42853e9a946c967e64898ae9a6,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
1ce797e2f1e28b4df751f6340cf364c3,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
47817b8670865f59b5348a061fcc4dd7,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
1d3843fbaeb27e05d80236f85c96df7d,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
ceae9946e9f99e35c8d95ac5d753975b,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
fb385b6138ffa4f9995c489e655d3bda,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
2c00a9ef4bc928a68deb8810cb414c84,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
c3c7c39f65a157430c7c3db36c925bd7,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
6e956a5685c2453cfc69608b8bad91ab,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
924722132dc012e3b2c9ed42fd4dd254,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
d0e5f9e4341a9bddc62dcc2ee39a2bef,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
d11fda96829a5eb865a1f37a04c6886b,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
07ae353e8214dab69ab31bfa400b3f33,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
e04602d8e77ebd52ac9dfc72a585f9b5,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
3b76b63c890b3a95eb7d18af6e80e6b6,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
6dd4e1095bd514db3087535de4ebf06f,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
173ec60f256f4fd4617432d67b800533,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
23d9ecd8f0f7b15e395da0b1a19e6036,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
46491c1eec2f24b2ece0bcfa83dab266,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
38f04863eb50e5d27a75bbe140a0265e,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
be1ba1c0d3d7b0732623921414579f7d,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
5c303df9cd521d71f63f5f61a9c9a494,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
1be19a44b65fdcfdfe4b9a255866bd72,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
bc492cc5e461ce3510cfaeb0a26e824c,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
da2bbbe9bf960985b1399d879cadb53f,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
93112237f895b80fafc4ff5c6bfc48ca,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
6db206ab5947cde64d75a29f6cb1659e,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
b906ee87c44f6b16844b7e5624782079,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
0d6f7493ccc8d78f1cc3aef6f540190a,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
71f6b11f4a858f629f3c0cf80ba68f02,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
54c49e47c8abaf9dad2b4360a59bc606,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
7cc1786bb4b09e8cf942d14d3f3d5663,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
179e3306f390f0331d6fd45011fe825b,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
7d633d9a4425182ceb605de134d6e706,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
a8009390a662f70a9ccf03e26f35ee46,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
286c63f67668ef7f8fc9e2e2ccbc9f72,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
1e5fdf30ec3350c2b9526c5b0098ca55,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
e3b03db88f6e93c31ad5e64db1ddf6a3,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
0af7161b7fc584a7bd1de0143c42ffc0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
30f677e4cf56b282996c225c16d396cc,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
e4028dcae572dd511d17f62e3b91b8ed,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Unclassified,s__Unclassified
