,Kingdom,Phylum,Class,Order,Family,Genus,Species
75ffa59da3baac6d7fa1cddfc135cce4,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus amylovorus
49fc20c80dd39abaff05439c37d13ec9,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus amylovorus
527e8539487de468aa6e764998588b1d,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus amylovorus
59cbfc113b5ab35df4726ce9baf927cb,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus amylovorus
9db129e62d9d7d165ced2a309501a0fb,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus amylovorus
022f60586a3bcad16686a41d7f5e68c6,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus amylovorus
c6423b5fdc014647908d906c5207b937,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus amylovorus
04a21b7fb50bd32d73ca8d30314a5095,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus amylovorus
142a9c99f2d3fcabc9f4fbe3ce517fbc,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Unclassified
a69324551f8271dd2568f000deaca533,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus amylovorus
ecde52c21918622b2940f1f4c5db8ebb,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus crispatus
0a4a65fa27514181d94140679673d19d,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus crispatus
f672b893b94353a201018e5b6a372e8c,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus crispatus
e9e3be4b677c7b34f5863d41e5b278a6,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus porci
59d4922a971b4c1c2533410a7dd1b6ea,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus porci
94a67f1989d1236bcaef7ceb17e578eb,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus porci
587e7942b43b40cd0bc0f4dc044e3ba4,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus porci
96b2a015aa0045d5a776bc9e711cb7e9,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus porci
647a97bed8ca7f780558699f0e961d8e,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus porci
a1fde941a8a746ac14697d124e0ba5db,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus porci
ad37871fe65693c5f40bd94cfabb78ce,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus delbrueckii
9676fc7d4801f155a1cc4a1894fe85a7,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus delbrueckii
d400daa7878f2eedf8126b87fecfd7f0,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus delbrueckii
0447cd64f66226cbec2e06295a162e9f,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus delbrueckii
9d570a5f0bcc34ed0364eda576744a81,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus delbrueckii
234af1ce451525786cd4632c7de585db,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus delbrueckii
ec5f133c9850b7b5b1c4b9aadb9d4725,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus delbrueckii
1514006872059494e8614e1eb0e24ba2,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus delbrueckii
837d1987bb8ad5eb21d3b7d5c23e396e,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus porci
9d613603ef6d3d40b8083359c57dd92e,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus delbrueckii
0f8c9bf151665d19cb63b81fa9ef45a4,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus delbrueckii
53d1fabbdb3a476ba6e89975787251a0,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus delbrueckii
0842ec2bccae894fc9e9de667a7563a7,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus delbrueckii
8d39fc34ae3e37f2cf05fa2876900141,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus delbrueckii
337dd9b20ba8c918b7994470c9b267b0,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus delbrueckii
20557a9d88164335ad8fab5faa71831a,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus delbrueckii
abdafbda97991bd98654f6e6ce13ceb7,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus delbrueckii
321bd3de3cd53d06de648e5583d138e7,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus delbrueckii
9f56bb4bb50414b278549d63ce375628,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus delbrueckii
9cfc2b9e9a492f86518a50408706639b,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus delbrueckii
1ee4cb91cfdc4da3782e4fe9d38ee5e2,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus porci
2d73ab485d475c7f7caffe2b41cc7b6f,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus porci
47ce7ae8d86140d0bb1684f0d7478d9e,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus porci
2b1ab448b624fbf4114465d4fa0fb7c0,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus porci
d01f3e792682ea1a3f8c5d2af0c57693,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus porci
33b4320f012920d27334f0685ec66d81,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus porci
c45ff8a82669485be31c773abb60630e,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus porci
838b5da51922aa7bb34339749e385435,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus equicursoris
012a8f4afca26b0d59acbd86d9739ce1,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus equicursoris
f04e3cc7aba20f07bb787e9ad83995fc,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus equicursoris
d4d1db24191e53ad9b44b3c656619a1f,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus equicursoris
55c8715a989379895420466aaa06920e,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus equicursoris
2aa122a283a4863b258ba04bc1a1519a,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus equicursoris
97f8bfa0944de60373157e38daa39b12,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus equicursoris
e44c283d5caa8634e581940db9b64179,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus equicursoris
1b28155dedb509f1cb3ef5008b1d2563,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus equicursoris
2d03034693f5559072d0ce7fbdee5ffc,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus equicursoris
6c46f5b6a373d0720ff1e4cbb76127bd,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus johnsonii
047d21b057e035c29fa643830aab1028,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus paragasseri
4df33516c8f66eeb5734857fa960dd6a,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus paragasseri
0d870a66922802101bedf63eac17e27e,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus gasseri
f5a91e0a6e9581d85385d5ef42a62549,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus johnsonii
b21eb29a1b970c984805ff1dd318c5b4,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus johnsonii
cea8ced7ce4e7ec9ad2318e68079ac40,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus johnsonii
876f2c241a081f66bcb347bfb38505c5,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus johnsonii
1be63647ad6ced4d29aa8cc8b2ea9ec1,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus johnsonii
6ee7c5c16c3c18ab5b6906f28d1fa04d,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus johnsonii
72347d2a38a55c736038b580b71e1754,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus johnsonii
bbf63609c0ececbd56814a1e91829833,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus johnsonii
bc3ff5244c15eedd1395c29ca10672ac,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus johnsonii
d49a464c002b837f22e9894bb83245f3,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus johnsonii
23dcf9c201297b7afcadfde442301d39,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus johnsonii
a83607f230d639064103504a8cc5a5c3,d__Bacteria,p__Firmicutes,c__Bacilli,o__Brevibacillales,f__Brevibacillaceae,g__Brevibacillus,s__Brevibacillus borstelensis
208569db0672727d8d1eef6d337bb5d2,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus amylovorus
ecbacb7dac16d3d3713bc09509101bee,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales_A,f__Planococcaceae,g__Solibacillus,s__Solibacillus silvestris
ffa54af35a4af4c24d97032b9f750623,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__Bacillus safensis
fc9d06532e74f8dc21fe30914d56f0d9,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales_B,f__DSM-1321,g__Bacillus_AD,s__Unclassified
7e97391391a39c31b1c0a47c22701787,d__Bacteria,p__Firmicutes,c__Bacilli,o__Paenibacillales,f__Paenibacillaceae,g__Thermobacillus,s__Thermobacillus composti
6fbaabbb3310f7074a56db079ab78975,d__Bacteria,p__Firmicutes,c__Bacilli,o__Paenibacillales,f__Paenibacillaceae,g__Thermobacillus,s__Thermobacillus composti
c6c9109eb8a945cea86403fbcdc2b117,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__Bacillus andreraoultii
bc484b25802fefb4d3febd48bceae647,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales_A,f__Planococcaceae,g__Psychrobacillus,s__Unclassified
f8a6d428f28c28f84281da372e01696f,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales_A,f__Planococcaceae,g__Solibacillus,s__Solibacillus silvestris
0d540ab3c2718cea0915d1034a38ec0c,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus amylovorus
a4b56b8313ef46a990f4e1d2adb6285c,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Christensenellales,f__UMGS416,g__Parachristensenella,s__Parachristensenella sp900542005
927f82def35c7ea97d882e5a28cb0723,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Christensenellales,f__Unclassified,g__Unclassified,s__Unclassified
d2dd417afa95943f506dc6c905706f12,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Christensenellales,f__Unclassified,g__Unclassified,s__Unclassified
1a0e7988aba9fbcc7a3fde95bc88982f,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Christensenellales,f__Unclassified,g__Unclassified,s__Unclassified
1b5d680d55c21126844a3a5afc4e29ce,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Christensenellales,f__Unclassified,g__Unclassified,s__Unclassified
9cecbaf6070076c0b51286794afdfdca,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Christensenellales,f__Unclassified,g__Unclassified,s__Unclassified
84863dd5408d9c011fd51014153c1aa3,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Unclassified,f__Unclassified,g__Unclassified,s__Unclassified
2610546bf591df6a99d55a143116c87c,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Unclassified,f__Unclassified,g__Unclassified,s__Unclassified
04c0261988bc266966bb2d0b5a038a52,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Unclassified,f__Unclassified,g__Unclassified,s__Unclassified
52c4c7a281c2b72394fdf905c0803a6b,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Unclassified,f__Unclassified,g__Unclassified,s__Unclassified
a877ae7c9c81a4b8bea598cef03a7813,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Unclassified,f__Unclassified,g__Unclassified,s__Unclassified
e98d1f48e6c9240fb636c07236bb3628,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Unclassified,f__Unclassified,g__Unclassified,s__Unclassified
f37692cb6a154acbcdde155ded75ff6d,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Unclassified,f__Unclassified,g__Unclassified,s__Unclassified
9bd5b30110d73c015be4979f3204dad5,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Unclassified,f__Unclassified,g__Unclassified,s__Unclassified
d513c58c1159baef203145ecea6db1f1,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Unclassified,f__Unclassified,g__Unclassified,s__Unclassified
5867f133ef36e90976e435c2687d32a8,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Christensenellales,f__Borkfalkiaceae,g__UBA10281,s__UBA10281 sp900767815
4806ff692d42c32510442faee38461de,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Christensenellales,f__Borkfalkiaceae,g__UBA10281,s__UBA10281 sp900767815
25688e9bb6a9f4476d7e82651e2c64d9,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Christensenellales,f__Borkfalkiaceae,g__UBA10281,s__UBA10281 sp900767815
1f7255f5cd2083301efa66a2956a30e8,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Christensenellales,f__Borkfalkiaceae,g__UBA10281,s__UBA10281 sp900767815
33d1a0da29c6a8b49657116ab47b3316,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Christensenellales,f__Borkfalkiaceae,g__UBA10281,s__UBA10281 sp900767815
de956af7f4f20a7f8c7c50d9980a80a7,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Christensenellales,f__Borkfalkiaceae,g__UBA10281,s__UBA10281 sp900767815
e0680713ca79271d64ea0ab7a89d7f4d,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Unclassified,f__Unclassified,g__Unclassified,s__Unclassified
5517393314d4d5cf34be7713e55cd610,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Unclassified,f__Unclassified,g__Unclassified,s__Unclassified
b7e5d5e03534f149ef699988f84b23eb,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Christensenellales,f__Unclassified,g__Unclassified,s__Unclassified
4f00436f9111c1188c6ca953038aa328,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__Unclassified,s__Unclassified
075460cd293724da0b00599c6e8ac3e2,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__Unclassified,s__Unclassified
2b8e7d9907594dd416354134e7919cc3,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__Unclassified,s__Unclassified
74ea642c954d3a1e75f9bc64b11dbd24,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__Unclassified,s__Unclassified
35b8e3f31d022ffb0398408afe799be1,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Christensenellales,f__Borkfalkiaceae,g__UBA10281,s__UBA10281 sp900767815
2d0508ee6e99bbf6cc6ef38c8e36267f,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Christensenellales,f__Borkfalkiaceae,g__UBA10281,s__UBA10281 sp900767815
077d183c5e8aac8650576cd6bd28b916,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Christensenellales,f__Christensenellaceae,g__NSJ-63,s__NSJ-63 sp014384805
ea2f5aedfb5ba8ba420bd21c26fb628b,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Christensenellales,f__UBA1242,g__Unclassified,s__Unclassified
cef17fb5224a208c11f899a309c1cb8d,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Christensenellales,f__Unclassified,g__Unclassified,s__Unclassified
541abdf303e170775915eefcc379418b,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Christensenellales,f__Unclassified,g__Unclassified,s__Unclassified
dcebe577dcb05d0e1e37b6e98030f602,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__Fimenecus,s__Fimenecus sp900315985
12520c2cc07f4c427cd0cc76e79f184b,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__Unclassified,s__Unclassified
dd611575f30970220fd988c96244bcf8,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__Unclassified,s__Unclassified
93759666a4c70c0262c051a2757f06ba,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__Unclassified,s__Unclassified
d13d457a09bb5c5cb5d7dda57a1dadac,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__Unclassified,s__Unclassified
d1cfee7aa026634333c00186ea0e31ca,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__Eubacterium_R,s__Eubacterium R faecipullorum
3c010846a8e80114f32fb661bd35a6ec,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__Unclassified,s__Unclassified
0991d60d6f0170f3ea5ec6e1be1b8eb7,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__Unclassified,s__Unclassified
27031b6a737bbdbc4fdfab9747900c3d,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__Unclassified,s__Unclassified
e9240a8c0e5001c73d92a805044090e8,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__Unclassified,s__Unclassified
3715ca01fb786d5f5cfd7bbe1dba9140,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Christensenellales,f__Borkfalkiaceae,g__UBA10281,s__UBA10281 sp900767815
ebfc3a57cb93e256545a8bffce054668,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Christensenellales,f__Borkfalkiaceae,g__UBA10281,s__UBA10281 sp900767815
c7e2b661ce99a75bc6d5ff284a9ce2b0,d__Bacteria,p__Firmicutes_C,c__Negativicutes,o__Veillonellales,f__Dialisteraceae,g__Dialister,s__Dialister sp900543165
d7215ed7e5ad9bc9ae405f514b04034a,d__Bacteria,p__Firmicutes_C,c__Negativicutes,o__Veillonellales,f__Megasphaeraceae,g__Megasphaera,s__Megasphaera sp000417505
0c5ab1e77e1880a4c87e2b0d6e2d7849,d__Bacteria,p__Firmicutes_C,c__Negativicutes,o__Veillonellales,f__Megasphaeraceae,g__Megasphaera,s__Megasphaera sp000417505
00dc8b9efb29b64da60eff9329080950,d__Bacteria,p__Firmicutes,c__Negativicutes,o__Veillonellales-Selenomonadales,f__Veillonellaceae,g__Megasphaera,s__Megasphaera elsdenii
ce18765d4210254049bdb5e5dc4ff962,d__Bacteria,p__Firmicutes,c__Negativicutes,o__Veillonellales-Selenomonadales,f__Veillonellaceae,g__Megasphaera,s__Megasphaera elsdenii
8c7f36d0f667bde54c133e76c8729891,d__Bacteria,p__Firmicutes,c__Negativicutes,o__Veillonellales-Selenomonadales,f__Veillonellaceae,g__Megasphaera,s__Megasphaera elsdenii
d5b067ff275a2c810aef1b0bb36b5854,d__Bacteria,p__Firmicutes,c__Negativicutes,o__Veillonellales-Selenomonadales,f__Veillonellaceae,g__Megasphaera,s__Megasphaera elsdenii
b5d5b8c91838040df3e7dd8201141000,d__Bacteria,p__Firmicutes,c__Negativicutes,o__Veillonellales-Selenomonadales,f__Veillonellaceae,g__Megasphaera,s__Megasphaera elsdenii
f7ebaca75bd693deeefb8ec4ab284953,d__Bacteria,p__Firmicutes,c__Negativicutes,o__Veillonellales-Selenomonadales,f__Veillonellaceae,g__Megasphaera,s__Megasphaera elsdenii
dcc4767e206ea06661d160d67ea5d951,d__Bacteria,p__Firmicutes,c__Negativicutes,o__Veillonellales-Selenomonadales,f__Veillonellaceae,g__Megasphaera,s__Megasphaera elsdenii
08cf9803d448a3c8f298d9596ef17f51,d__Bacteria,p__Firmicutes,c__Negativicutes,o__Veillonellales-Selenomonadales,f__Veillonellaceae,g__Megasphaera,s__Megasphaera elsdenii
6f9c4837af45ad2757ccd9f7f528b959,d__Bacteria,p__Firmicutes,c__Negativicutes,o__Veillonellales-Selenomonadales,f__Veillonellaceae,g__Megasphaera,s__Megasphaera elsdenii
acd1e85c0ed64692a0e34f90cc6f3214,d__Bacteria,p__Firmicutes,c__Negativicutes,o__Veillonellales-Selenomonadales,f__Veillonellaceae,g__Megasphaera,s__Megasphaera elsdenii
d28980050c33aa18d8dce786c93045a1,d__Bacteria,p__Firmicutes,c__Negativicutes,o__Veillonellales-Selenomonadales,f__Veillonellaceae,g__Megasphaera,s__Megasphaera elsdenii
b6ed2043e8c6f4c290e619eb26685389,d__Bacteria,p__Firmicutes,c__Negativicutes,o__Veillonellales-Selenomonadales,f__Veillonellaceae,g__Megasphaera,s__Megasphaera elsdenii
cbbf0a045145ed871b8dd522c9504260,d__Bacteria,p__Firmicutes,c__Negativicutes,o__Veillonellales-Selenomonadales,f__Veillonellaceae,g__Megasphaera,s__Megasphaera elsdenii
6578112dfe64c25f323c81b3be6eb055,d__Bacteria,p__Firmicutes,c__Negativicutes,o__Veillonellales-Selenomonadales,f__Veillonellaceae,g__Megasphaera,s__Megasphaera elsdenii
350012b95e2278dc219d3f7d8b1330fe,d__Bacteria,p__Firmicutes,c__Negativicutes,o__Veillonellales-Selenomonadales,f__Veillonellaceae,g__Megasphaera,s__Megasphaera elsdenii
